ER25001,ER25002,ER25003,ER25004,ER27442,ER27451,ER27708,ER28037,ER36001,ER36002,ER36003,ER36004,ER40614,ER40622,ER41027,ER42001,ER42002,ER42003,ER42004,ER46592,ER46600,ER46935,ER47301,ER47302,ER47303,ER47304,ER51953,ER51961,ER52046,ER52343,ER53001,ER53002,ER53003,ER53004,ER57709,ER57730,ER58152,ER60001,ER60002,ER60003,ER60004,ER64869,ER64910,ER65349,ER66001,ER66002,ER66003,ER66004,ER70941,ER71042,ER71064,ER71426,ER72001,ER72002,ER72003,ER72004,ER76960,ER77064,ER77086,ER77448,ER78001,ER78002,ER78003,ER78004,ER81188,ER81340,ER81422,ER81775
7,7863,20,25,8,0,40,103001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6,5367,20,25,1,0,4,60600,4,6416,20,25,1,0,63000,2,2137,20,25,1,0,83600,3,5738,20,25,1,0,0,78016,1,6084,20,25,4,0,0,107000,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6388,20,25,1,0,85100,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5770,20,25,0,0,0,150400,1,5658,20,25,1,0,0,176600,2,3249,20,25,1,0,0,163600
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6880,20,25,1,30,2,123300,1,5048,20,25,4,200,1,130100,2,6973,20,25,4,500,1,127050
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6682,45,51,8,0,0,268550,,,,,,,,,,,,,,,,
7,241,20,25,1,999998,1,45218,8,952,20,25,1,60,48049,6,1411,20,25,1,1200,52300,6,5418,20,25,1,500,1,82200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,6835,20,25,1,200,25,157800,8,3568,20,25,1,0,167500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,6187,44,50,8,50,1,12700,8,1696,44,50,8,0,40600,6,2071,44,50,8,1040,50000,6,7035,44,50,8,600,1,78500,4,1226,44,50,8,200,68510,2,8287,44,50,8,1500,66000,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,6,7496,6,9,1,0,88152,6,4996,6,9,1,0,2,105176,4,728,6,9,1,0,120164,2,1033,6,9,1,0,138070,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6,8610,47,54,1,0,1,20205,4,2701,47,54,1,0,21000,2,676,47,54,1,0,23000,,,,,,,,,,,,,,,,,,,,,,,,
7,3256,20,25,1,2000,1,111739,8,3420,20,25,1,1400,96797,6,6256,20,25,1,1670,103274,6,8415,20,25,1,1400,1,95081,4,8265,20,25,1,2400,127103,2,5483,20,25,1,3300,139294,,,,,,,,,,,,,,,,,,,,,,,,
7,3661,20,25,1,700,1,108012,8,4753,20,25,1,1000,136000,6,8303,20,25,1,1200,156000,6,7093,20,25,1,1200,2,82000,4,1765,20,25,1,2000,84018,2,3621,20,25,1,2500,102018,3,4935,20,25,1,2680,5,103819,,,,,,,,,,,,,,,,
7,274,19,24,0,0,0,312400,8,3729,19,24,0,0,289000,6,696,19,24,0,0,144000,6,2487,19,24,0,0,0,96000,4,3573,19,24,0,0,124208,2,4693,19,24,0,0,92980,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,6,4988,19,24,0,0,19387,6,3456,19,24,0,0,0,44200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,6,4436,19,24,0,0,33420,6,3581,19,24,0,0,0,94000,4,4538,19,24,0,0,83000,2,129,19,24,0,0,107006,3,5173,19,24,0,0,0,116200,1,7471,19,24,1,0,0,137012,2,8396,19,24,1,0,0,210000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3630,19,24,0,0,74240,2,646,19,24,0,0,88400,3,5843,19,24,0,0,0,94900,1,9238,19,24,1,0,0,125200,2,6961,19,24,1,0,0,127600
,,,,,,,,8,7034,2,4,0,0,48604,6,5841,2,4,0,500,70000,6,2371,2,4,0,0,0,59075,4,4081,2,4,0,0,67040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1401,2,4,8,0,0,107134,8,4889,2,4,8,0,110000,6,4522,2,4,8,0,126030,6,4262,2,4,8,0,0,138600,4,4367,2,4,8,0,129100,2,3135,2,4,8,0,67020,3,4264,2,4,8,0,0,80017,1,253,2,4,13,0,0,41231,2,855,2,4,13,0,0,126600
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7885,2,4,0,0,0,11050,1,1028,2,4,3,0,0,26700,2,834,2,4,3,0,0,4400
7,1581,2,4,1,0,0,104000,8,5121,27,32,1,0,119100,6,5582,27,32,1,0,160000,6,7349,27,32,1,0,0,179500,4,4531,27,32,1,0,191610,2,8921,27,32,1,0,156500,3,7298,27,32,1,0,0,192447,1,171,27,32,4,0,0,209644,2,879,27,32,4,0,1,230200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6977,27,32,99,0,99,96800,1,696,27,32,15,0,0,87100,2,769,27,32,15,0,0,100000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5718,4,6,0,0,0,111100,1,220,29,34,1,0,0,76050,2,683,29,34,1,0,0,73060
7,4680,10,13,0,0,0,270500,8,7719,10,13,0,0,230005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,6,7106,10,13,8,100,81500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3834,10,13,1,0,0,175200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6,7271,29,34,8,1000,1,1530000,4,3080,10,13,8,500,6301000,2,5516,10,13,8,0,5250100,,,,,,,,,,,,,,,,,,,,,,,,
7,1809,5,8,1,5900,1,139179,8,2558,5,8,1,800,193268,6,1996,5,8,1,1200,146917,6,1943,5,8,1,1100,40,145138,4,1290,5,8,1,5155,123094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,5796,5,8,1,0,0,52000,8,1477,5,8,1,0,68000,6,4474,5,8,1,0,76500,6,2160,5,8,1,0,0,76500,4,991,5,8,1,0,49746,2,4710,5,8,1,0,1000,,,,,,,,,1,3446,5,8,4,0,0,94300,2,530,5,8,4,0,0,75951
7,5804,5,8,0,0,2,14000,8,3604,5,8,0,0,26000,6,4992,5,8,0,0,36000,6,3819,5,8,0,0,0,27339,4,8196,5,8,0,0,17000,,,,,,,,3,7369,5,8,1,0,2,13901,1,3059,5,8,4,0,0,7200,2,537,5,8,4,0,0,15000
7,2018,12,17,1,300,2,130900,8,908,12,17,1,200,133000,6,3063,12,17,1,100,139050,6,554,12,17,1,0,1,134000,4,3112,12,17,1,200,155500,2,1347,12,17,1,100,155700,3,6115,12,17,1,100,1,162700,1,2982,12,17,4,200,1,47200,2,247,12,17,4,200,6,108000
7,6540,34,39,8,0,0,20900,8,6928,34,39,8,0,23136,6,6823,34,39,8,0,28776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,6035,34,39,8,0,0,32868,8,5095,34,39,8,0,21823,6,5931,34,39,8,0,14677,6,615,34,39,8,0,0,18260,4,3870,34,39,8,0,17620,2,1329,34,39,8,0,57924,3,5007,34,39,8,0,0,11600,1,121,34,39,10,0,1,12164,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6,2062,34,39,8,0,0,12300,4,2181,34,39,8,0,7200,2,1493,34,39,8,0,4800,,,,,,,,,,,,,,,,,,,,,,,,
7,4374,34,39,1,0,1,154006,8,6092,34,39,1,0,135500,6,7184,34,39,1,1000,147312,6,3905,34,39,1,0,0,161026,4,2616,34,39,1,0,193000,2,8156,34,39,1,200,191000,3,8688,34,39,1,0,0,218800,1,390,34,39,1,0,0,215000,2,7812,34,39,1,300,0,157604
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9071,34,39,1,0,0,36500,1,1087,34,39,4,0,0,46000,2,5419,34,39,4,0,0,48000
7,7414,34,39,99,200,1,46984,8,5304,34,39,99,500,33724,6,6278,34,39,99,500,29960,6,1575,34,39,99,300,1,58120,4,1536,34,39,99,100,69978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8713,4,6,0,0,0,17000,1,201,4,6,1,0,0,26992,2,4454,34,39,1,0,0,34950
,,,,,,,,8,7462,13,18,8,0,96722,6,5611,21,26,8,0,118391,6,2088,21,26,8,0,0,109400,4,1432,34,39,8,0,160800,2,2361,34,39,8,0,179000,3,8504,34,39,8,0,0,196000,1,107,34,39,1,500,0,183438,2,7179,34,39,1,0,0,164740
7,3622,39,45,1,500,1,29002,8,3859,39,45,1,600,33508,6,166,39,45,1,500,26400,6,482,39,45,1,500,1,24400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,4187,21,26,1,1200,1,83400,8,1879,21,26,1,1000,73060,6,2189,21,26,1,600,52600,6,2170,21,26,1,900,1,46800,4,6831,21,26,1,1500,80850,2,3357,21,26,1,1000,85850,3,649,21,26,1,1200,1,96120,1,3658,21,26,4,1000,1,73450,2,889,21,26,4,2000,16,123180
7,6663,21,26,1,0,1,47000,8,7772,21,26,1,0,36000,6,556,21,26,1,200,58000,6,3368,21,26,1,0,1,75000,4,8005,21,26,1,500,72200,2,4247,21,26,1,0,70403,3,257,21,26,1,0,3,84150,1,3804,21,26,4,0,0,46800,2,523,21,26,4,350,1,31200
7,3933,21,26,1,500,1,140100,8,1507,21,26,1,500,164500,6,1413,21,26,1,300,200050,6,2561,21,26,1,1000,3,209200,4,6417,21,26,1,600,225300,2,3676,21,26,1,500,258900,3,394,21,26,1,600,2,257142,1,3633,21,26,4,800,2,251425,2,883,21,26,4,1000,5,274200
7,1708,34,39,99,200,1,35490,8,808,34,39,99,240,55052,6,1893,34,39,99,0,79239,6,113,34,39,99,0,1,14160,4,6720,34,39,99,0,30575,2,1687,34,39,99,0,80853,3,681,9,12,99,300,30,24700,1,3689,9,12,9,0,1,1363,2,759,9,12,9,0,0,19113
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7097,42,48,1,0,66500,2,547,42,48,1,0,115100,3,138,5,8,1,0,2,123000,1,3615,12,17,1,0,0,164000,2,464,24,29,1,0,0,132600
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3133,10,13,1,0,45050,3,112,10,13,1,0,0,106500,1,3557,24,29,1,0,0,133500,2,846,39,45,1,0,0,92000
7,1833,30,35,1,0,0,136500,8,180,30,35,1,0,127700,6,1294,30,35,1,0,159000,6,2480,30,35,1,0,0,111400,4,6614,30,35,1,0,114350,2,235,30,35,1,0,86000,3,680,30,35,1,0,0,103198,1,5198,30,35,1,0,0,61200,2,2199,30,35,1,0,0,67480
7,1337,21,26,1,0,3,11729,8,97,21,26,1,0,41370,6,759,21,26,1,0,47300,6,1966,21,26,1,0,0,80420,4,7040,21,26,1,0,102800,,,,,,,,3,953,21,26,0,0,4,63900,1,9290,21,26,4,0,0,75775,,,,,,,,
7,2426,21,26,8,0,0,45500,8,347,21,26,8,0,50400,6,828,21,26,8,0,54200,6,1612,21,26,8,0,0,66000,4,6528,21,26,8,0,99600,2,567,21,26,8,0,68002,3,920,21,26,8,0,0,113620,1,5929,21,26,1,0,0,124606,2,2427,21,26,1,0,0,174410
7,1402,4,6,1,12369,2,124950,8,2701,4,6,1,19093,133557,6,1300,4,6,1,10000,94048,6,4554,4,6,1,13360,1,98390,4,5344,4,6,1,12524,124955,2,3718,4,6,1,12156,141560,3,5900,4,6,1,13500,0,139929,1,3883,4,6,6,11875,2,130102,2,5398,4,6,6,999999,1,124202
7,2622,4,6,1,5500,2,52420,8,3003,4,6,1,4500,57640,6,7043,4,6,1,5700,63958,6,8180,4,6,1,8200,1,79772,4,6738,4,6,1,7700,62187,2,6512,4,6,1,8975,99016,3,7634,4,6,1,7600,1,120006,1,4259,4,6,14,12000,1,119631,2,6191,4,6,14,10000,1,125150
7,690,4,6,8,1000,1,62940,8,1701,4,6,8,2500,78000,6,958,4,6,8,10000,102000,6,4278,4,6,8,10000,1,109500,4,5082,4,6,8,6809,72859,2,1555,4,6,8,9301,123127,3,4686,4,6,8,15000,1,92000,1,3910,4,6,14,19000,1,204500,2,6273,36,41,14,15000,1,68362
7,2657,4,6,99,150,1,189500,8,2165,4,6,99,4200,287997,6,6972,4,6,99,300,396100,6,7114,4,6,99,4000,48,444840,,,,,,,,2,3955,4,6,1,3600,477610,3,9301,4,6,1,3600,1,1289067,1,4403,4,6,4,3500,1,927000,2,7703,4,6,4,3000,46,1022200
7,4124,4,6,8,4500,1,82420,8,6536,4,6,8,5000,70000,6,6925,4,6,8,7000,138050,6,5547,4,6,8,1200,1,94000,4,4218,4,6,8,5000,168400,2,7785,4,6,8,12000,257070,3,9365,4,6,8,12000,1,212200,1,4357,4,6,13,30000,3,688100,,,,,,,,
7,1142,14,19,8,0,4,21345,8,3467,14,19,8,0,28290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3362,4,6,8,0,0,17636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1700,4,6,8,1000,1,89000,8,2677,4,6,8,1000,91000,6,2674,4,6,8,2400,71715,6,5787,4,6,8,0,1,64200,4,1103,4,6,8,500,64257,2,4358,4,6,8,500,74654,3,755,4,6,8,1000,45,80400,1,1165,4,6,15,1200,1,80475,2,264,4,6,15,200,1,70000
7,1285,4,6,8,0,0,76620,8,764,4,6,8,0,2300,6,1585,4,6,8,0,79300,6,5251,4,6,8,0,0,80250,4,2236,4,6,8,0,80560,2,346,4,6,8,0,86550,3,921,4,6,8,0,0,110700,1,639,4,6,13,0,0,99100,2,838,4,6,13,0,0,111830
7,3846,4,6,8,0,1,86000,8,1867,4,6,8,0,177000,,,,,,,,6,8833,4,6,8,0,0,193000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3748,4,6,1,0,0,68000,8,7529,0,0,1,0,95000,6,4657,0,0,1,0,128000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,6,8144,0,0,0,0,8200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1895,31,36,2,500,12,147400,8,731,31,36,2,1000,36100,6,2966,31,36,2,500,86000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1301,31,36,2,1500,1,107000,8,7337,31,36,2,2000,107467,6,3383,31,36,2,1300,113553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2549,20,25,2,0,1,91000,8,1951,20,25,2,0,106300,6,5536,20,25,2,0,103300,6,3554,20,25,2,0,0,114100,4,1087,20,25,2,0,121050,2,645,20,25,2,0,163600,3,674,20,25,2,0,1,148610,1,834,20,25,3,0,1,172500,2,3147,20,25,3,0,0,264200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1325,42,48,1,0,0,31070,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1089,5,8,1,0,0,31400,2,4768,42,48,1,0,0,13500
7,1419,31,36,2,5000,1,21700,8,957,31,36,2,999999,6700,6,1507,31,36,2,0,41052,,,,,,,,,4,7584,31,36,2,0,27275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,672,6,9,1,100,1,43800,8,474,6,9,1,100,51000,6,1802,6,9,1,0,74700,6,4124,6,9,1,0,0,132000,4,4876,6,9,1,0,84200,2,883,6,9,1,0,117500,3,465,6,9,1,0,0,98100,1,315,6,9,4,0,0,86125,2,356,6,9,4,0,0,68100
7,40,31,36,8,500,1,55600,8,257,31,36,8,1000,33912,6,901,31,36,8,1500,36000,6,4832,31,36,8,500,1,34724,4,5734,31,36,8,500,41820,2,14,31,36,8,1000,44792,3,2539,31,36,8,500,1,63600,1,3515,31,36,6,500,52,42400,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2775,31,36,12,300,1,15414
7,7696,31,36,8,0,0,110600,8,649,31,36,8,0,35500,6,6020,31,36,8,0,28600,6,5298,31,36,8,0,1,47000,4,7516,31,36,8,0,29050,2,675,31,36,8,0,35000,3,2550,31,36,8,0,0,55600,1,3552,31,36,6,0,0,55320,,,,,,,,
7,7787,31,36,8,0,0,38000,8,7270,31,36,8,0,36000,6,7010,31,36,8,0,38605,6,6293,31,36,8,0,0,26000,4,7475,31,36,8,0,36860,2,1572,31,36,8,0,50500,3,2838,31,36,8,0,0,40850,1,3839,45,51,6,0,0,40000,2,2890,45,51,6,0,0,26000
,,,,,,,,,,,,,,,,,,,,,,6,7102,31,36,1,0,0,40000,4,7472,31,36,1,0,13818,2,112,31,36,1,0,15000,3,2615,31,36,1,0,0,10000,1,3660,31,36,14,0,0,50000,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3755,31,36,6,0,1,60000,2,4116,31,36,6,0,0,54500
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8128,31,36,1,0,13800,2,252,31,36,1,0,20000,3,2581,31,36,1,0,1,30050,1,3796,31,36,4,0,0,25000,2,4522,31,36,4,0,0,54000
7,7785,31,36,8,0,0,45000,8,1053,31,36,8,0,68000,,,,,,,,,,,,,,,,4,7488,31,36,8,0,91200,2,2781,31,36,8,0,111127,3,3547,31,36,8,0,0,114771,1,3677,31,36,6,0,0,138753,2,3796,31,36,6,0,0,162180
,,,,,,,,,,,,,,,,,,,,,,6,6906,31,36,1,0,1,24250,4,4228,31,36,1,0,16666,2,4920,31,36,1,0,26500,3,2595,31,36,1,0,50,6000,1,3465,31,36,14,0,3,31200,2,2038,31,36,14,0,1,26000
7,1433,31,36,1,0,1,24000,8,3087,31,36,1,0,5640,6,1516,31,36,1,0,19000,6,6459,31,36,1,0,1,40014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,6,2133,31,36,0,0,74700,6,6627,31,36,0,0,4,125208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,711,31,36,1,0,1,92200,8,3492,31,36,1,250,192000,6,794,31,36,1,0,46128,6,4449,31,36,1,400,1,80656,4,4879,31,36,1,700,92975,2,7297,31,36,1,500,105900,3,7262,31,36,1,800,3,265920,1,4282,31,36,4,500,1,130780,2,6673,31,36,4,300,1,59387
7,596,9,12,1,200,2,121200,8,3135,9,12,1,0,127000,6,558,9,12,1,300,143700,6,4624,9,12,1,300,1,146700,4,5762,9,12,1,0,111200,2,3304,9,12,1,0,122500,3,6870,9,12,1,0,0,111500,1,4069,9,12,4,0,1,149600,2,2008,9,12,4,0,1,146000
7,2314,31,36,10,0,0,98390,8,7801,29,34,10,200,80000,6,5699,29,34,10,0,140300,6,4641,29,34,10,0,0,133225,4,9035,31,36,10,0,140600,2,7955,31,36,10,200,176100,3,8215,31,36,10,0,6,109000,1,4431,31,36,12,0,2,131996,2,4763,31,36,12,200,0,183300
7,4458,31,36,1,999998,1,122083,8,7706,31,36,1,200,50472,6,8360,31,36,1,999998,28425,,,,,,,,,4,8292,31,36,1,999998,43690,,,,,,,,3,9126,31,36,1,0,10,203080,1,4313,31,36,4,0,4,166000,,,,,,,,
7,890,29,34,2,0,1,40400,8,3082,29,34,2,0,61000,6,2086,29,34,2,0,23300,6,5685,29,34,2,0,0,58319,4,6625,29,34,2,0,31353,2,1688,9,12,2,0,22217,3,1022,9,12,2,0,0,21700,,,,,,,,,,,,,,,,
7,3773,4,6,2,0,0,9500,8,2999,4,6,2,0,14000,6,3082,4,6,2,0,17000,6,5719,9,12,2,0,0,13000,4,5346,9,12,2,0,10500,2,309,29,34,2,0,9725,3,1027,9,12,2,0,0,12000,1,7366,4,6,3,0,0,20000,2,2166,4,6,3,0,0,23000
7,6105,29,34,2,200,6,113200,8,5182,29,34,2,1000,115499,6,3130,29,34,2,1500,106225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,6886,31,36,2,100,10,169000,8,4271,29,34,2,300,207400,6,6199,29,34,2,50,186700,6,7288,29,34,2,0,5,245000,4,7068,29,34,2,300,270000,2,3704,29,34,2,100,255100,3,2114,29,34,2,0,5,315000,1,8718,29,34,16,250,5,210000,2,7961,29,34,16,0,0,250000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7250,45,51,16,0,0,65575
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7238,37,42,16,0,0,30575
,,,,,,,,,,,,,,,,,,,,,,6,5490,29,34,2,0,3,189976,4,8492,29,34,2,1200,191524,2,6664,29,34,2,0,245000,3,1083,29,34,2,1000,4,247200,1,7470,29,34,16,1000,6,243000,2,5402,29,34,16,0,0,350000
7,1172,34,39,8,2200,2,80830,8,3828,34,39,8,2000,192400,6,2459,9,12,8,2000,82800,6,972,9,12,8,0,1,74560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6529,34,39,8,2200,97707,2,1694,9,12,8,1600,76921,3,4523,34,39,8,4000,1,31512,1,3083,34,39,10,1800,1,91958,2,988,9,12,10,1800,1,90629
7,1810,32,37,8,999999,2,40100,8,2420,32,37,8,0,400000,6,3491,32,37,8,500,4740,6,1346,32,37,8,1000,80,67052,4,6570,32,37,8,1040,55474,2,2057,32,37,8,450,40800,3,5068,32,37,8,1040,1,40928,1,3100,32,37,6,1250,2,32223,2,1095,32,37,6,0,1,46500
7,1187,12,17,8,12300,1,117979,8,4814,12,17,8,17500,101970,6,2332,12,17,8,4900,66883,6,3064,12,17,8,7700,2,60785,4,6277,12,17,8,14000,137158,2,3979,12,17,8,17200,139366,3,7407,12,17,8,18500,1,141310,1,3065,12,17,14,14150,1,166692,2,212,12,17,14,7200,1,170617
,,,,,,,,,,,,,,,,,,,,,,6,5493,32,37,8,0,1,21500,4,6553,32,37,8,50,43800,2,1643,32,37,8,0,39000,3,6864,32,37,8,0,1,55000,1,3099,32,37,14,0,1,40000,2,1109,32,37,14,0,1,43467
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2435,12,17,0,2000,101153,,,,,,,,,,,,,,,,,,,,,,,,
7,583,16,21,8,8000,1,138670,8,5264,16,21,8,12000,165416,6,5903,16,21,8,12890,228095,6,2558,34,39,8,9700,1,139600,4,7363,34,39,8,12000,177200,2,2906,34,39,8,11000,184000,3,6488,34,39,8,16000,1,191300,1,2952,34,39,14,0,1,20856,2,136,34,39,14,0,5,24280
,,,,,,,,,,,,,,,6,5911,32,37,8,100,91600,6,6166,32,37,8,50,1,102000,4,6247,32,37,8,0,109008,2,6510,32,37,8,0,134000,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6,7366,12,17,0,300,1,44726,4,6336,12,17,0,0,65946,,,,,,,,3,4975,12,17,0,1000,2,105666,1,3157,12,17,1,3000,0,160400,2,124,12,17,1,0,0,136546
7,2057,19,24,8,5290,1,142924,8,419,19,24,8,6080,164748,6,2425,19,24,8,6475,137861,6,8522,19,24,8,4822,1,92115,4,7773,19,24,8,4800,94726,2,3003,19,24,8,3800,93367,3,6989,19,24,8,4320,1,89744,,,,,,,,,,,,,,,,
7,4605,36,41,8,1300,1,41195,8,3179,36,41,8,1100,41365,6,3816,36,41,8,900,39956,6,5742,36,41,8,2000,1,24327,4,6353,36,41,8,600,29726,2,3601,36,41,8,200,24986,3,5997,19,24,8,0,0,29837,,,,,,,,,,,,,,,,
7,2511,19,24,8,0,3,610868,8,5720,19,24,8,0,172700,6,1027,19,24,8,0,180200,6,6837,19,24,8,0,1,301500,4,5679,19,24,8,0,239110,2,1740,19,24,8,0,280700,3,4556,19,24,8,0,0,202200,1,6462,19,24,2,0,0,246302,2,3547,19,24,2,0,0,251200
7,3874,36,41,0,0,2,71069,8,129,36,41,0,0,14410,6,3437,36,41,0,0,74495,6,5957,36,41,0,0,2,85207,4,6204,36,41,0,0,82920,2,1061,36,41,0,0,8050,3,4147,36,41,0,0,0,82290,1,7310,36,41,1,0,0,94217,,,,,,,,
7,3980,46,53,0,0,0,59794,8,1631,46,53,0,0,80901,6,3021,46,53,0,500,81858,6,5478,46,53,0,1,31,105514,4,5958,46,53,0,1745,27470,2,1700,46,53,0,0,16203,3,4767,46,53,0,2000,6,10868,1,7660,46,53,18,1500,1,11616,2,6110,46,53,18,1400,1,6816
7,7648,20,25,0,0,0,136500,8,6740,20,25,0,0,155100,6,3486,20,25,0,0,161419,6,8635,20,25,0,0,0,155795,4,8572,20,25,0,0,176442,2,8731,20,25,0,0,182210,,,,,,,,,1,9014,20,25,1,0,0,196300,,,,,,,,
7,6995,36,41,0,0,0,18400,8,7711,36,41,0,0,31000,6,2671,36,41,0,0,37000,6,7862,36,41,0,0,0,35000,4,6517,36,41,0,0,35505,2,2306,36,41,0,0,37000,3,5219,36,41,0,0,0,39532,1,6577,36,41,1,0,0,39580,2,4610,36,41,1,0,0,28020
7,5013,30,35,8,0,3,54600,8,2809,30,35,8,0,71083,6,738,30,35,8,0,34422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,6,4944,46,53,0,0,43000,,,,,,,,,,,,,,,,,,,,,,,3,6496,37,42,0,0,0,45147,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6,7318,5,8,8,0,4,74200,4,7368,5,8,8,0,55000,2,4676,5,8,8,50,96750,3,9305,5,8,8,0,0,65880,1,9189,5,8,7,0,1,96957,2,9088,5,8,7,0,2,127034
7,7939,4,6,8,500,1,67800,8,7684,4,6,8,500,75000,6,3346,4,6,8,1000,151000,6,6735,4,6,8,1,1,145000,4,7443,4,6,8,5000,160000,2,7728,4,6,8,6000,182010,3,8356,4,6,8,6000,3,149000,1,9005,4,6,14,5000,1,162000,2,8008,4,6,14,6000,1,214200
,,,,,,,,,,,,,,,,,,,,,,6,7060,46,53,0,0,0,20300,4,6356,37,42,0,0,51752,2,5609,37,42,0,0,55000,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9155,31,36,3,0,0,159520
7,2600,21,26,8,7000,1,134738,8,3160,21,26,8,10000,86003,6,1325,21,26,8,8000,82300,6,5304,21,26,8,8500,1,84000,4,5741,21,26,8,10000,93000,2,1448,21,26,8,7200,61200,3,2993,21,26,8,7000,1,72800,1,3069,21,26,14,10000,1,74600,2,271,21,26,14,6000,1,70200
